2022-03-27 07:36:01.898492 UTC,44705,short
2022-03-27 07:36:56.141247 UTC,44709,short
2022-03-27 07:39:26.395871 UTC,44728,short
2022-03-27 07:40:30.711043 UTC,44717,short
2022-03-27 07:40:36.300276 UTC,44717,short
2022-03-27 07:40:42.139921 UTC,44717,short
2022-03-27 07:42:07.675007 UTC,44722,long
2022-03-27 07:45:04.863003 UTC,44704,short
2022-03-27 07:45:15.754702 UTC,44704,short
2022-03-27 07:45:37.414827 UTC,44711,long
2022-03-27 07:45:43.197923 UTC,44711,long
2022-03-27 07:47:20.169356 UTC,44696,short
2022-03-27 07:47:36.623001 UTC,44694,short
2022-03-27 07:47:47.705166 UTC,44694,short
2022-03-27 07:47:53.445023 UTC,44694,short
2022-03-27 07:47:59.065983 UTC,44694,short
2022-03-27 07:48:04.907679 UTC,44696,short
2022-03-27 07:48:10.503503 UTC,44696,short
2022-03-27 07:51:38.735840 UTC,44732,long
2022-03-27 07:51:44.359866 UTC,44732,long
2022-03-27 07:51:49.944284 UTC,44732,long
2022-03-27 07:56:34.808329 UTC,44736,short
2022-03-27 07:56:56.292214 UTC,44736,short
2022-03-27 08:02:58.248353 UTC,44760,long
2022-03-27 08:03:04.032417 UTC,44760,long
2022-03-27 08:03:09.718639 UTC,44760,long
2022-03-27 08:04:24.685893 UTC,44771,short
2022-03-27 08:04:30.276832 UTC,44763,short
2022-03-27 08:07:11.624258 UTC,44739,short
2022-03-27 08:15:38.279412 UTC,44746,long
2022-03-27 08:17:41.659203 UTC,44716,short
2022-03-27 08:18:08.685614 UTC,44705,long
2022-03-27 08:18:24.865335 UTC,44708,long
2022-03-27 08:22:56.937074 UTC,44699,long
2022-03-27 08:23:02.728603 UTC,44699,long
2022-03-27 08:23:45.511486 UTC,44698,short
2022-03-27 08:23:51.170154 UTC,44694,short
2022-03-27 08:23:56.731041 UTC,44694,short
2022-03-27 08:27:14.414841 UTC,44685,short
2022-03-27 08:27:25.444494 UTC,44683,short
2022-03-27 08:28:18.821628 UTC,44674,short
2022-03-27 08:29:01.583825 UTC,44658,long
2022-03-27 08:34:44.107582 UTC,44615,long
2022-03-27 08:34:49.888636 UTC,44615,long
2022-03-27 08:34:55.644070 UTC,44615,long
2022-03-27 08:35:38.529570 UTC,44633,short
2022-03-27 08:37:26.900541 UTC,44656,short
2022-03-27 08:37:32.449155 UTC,44656,short
2022-03-27 08:37:38.664349 UTC,44656,short
2022-03-27 08:41:40.006924 UTC,44679,short
2022-03-27 08:42:23.118713 UTC,44686,short
2022-03-27 08:44:04.921852 UTC,44686,long
2022-03-27 08:52:22.239561 UTC,44646,long
2022-03-27 08:54:08.859908 UTC,44666,short
2022-03-27 08:54:30.436377 UTC,44667,short
2022-03-27 08:56:22.771423 UTC,44632,long
2022-03-27 08:59:19.105754 UTC,44624,short
2022-03-27 09:02:25.931186 UTC,44647,long
2022-03-27 09:04:02.343906 UTC,44644,long
2022-03-27 09:04:07.875685 UTC,44644,long
2022-03-27 09:04:56.061044 UTC,44655,long
2022-03-27 09:07:04.207645 UTC,44660,short
2022-03-27 09:07:20.491470 UTC,44665,short
2022-03-27 09:07:31.416908 UTC,44652,short
2022-03-27 09:08:40.641055 UTC,44640,long
2022-03-27 09:08:46.301121 UTC,44640,long
2022-03-27 09:09:13.466929 UTC,44640,long
2022-03-27 09:13:30.709566 UTC,44681,short
2022-03-27 09:13:36.340747 UTC,44681,short
2022-03-27 09:17:58.491892 UTC,44683,long
2022-03-27 09:18:04.133083 UTC,44683,long
2022-03-27 09:18:25.676455 UTC,44691,long
2022-03-27 09:22:30.675282 UTC,44718,short
2022-03-27 09:22:41.584695 UTC,44714,short
2022-03-27 09:22:47.364608 UTC,44702,short
2022-03-27 09:24:07.775269 UTC,44722,long
2022-03-27 09:25:54.751863 UTC,44666,long
2022-03-27 09:29:29.397081 UTC,44659,long
2022-03-27 09:29:40.291152 UTC,44656,long
2022-03-27 09:29:51.205874 UTC,44656,long
2022-03-27 09:31:43.441254 UTC,44654,short
2022-03-27 09:32:04.965435 UTC,44640,long
2022-03-27 09:32:16.512940 UTC,44654,long
2022-03-27 09:33:58.916942 UTC,44640,long
2022-03-27 09:37:59.665618 UTC,44648,long
2022-03-27 09:38:05.222569 UTC,44648,long
2022-03-27 09:40:24.191461 UTC,44638,long
2022-03-27 09:45:25.725069 UTC,44635,long
2022-03-27 09:45:58.367962 UTC,44628,long
2022-03-27 09:50:17.231324 UTC,44611,long
2022-03-27 09:50:33.641898 UTC,44612,long
2022-03-27 09:53:34.955808 UTC,44600,long
2022-03-27 09:54:39.555156 UTC,44638,long
2022-03-27 09:56:54.064319 UTC,44591,short
2022-03-27 09:58:03.804546 UTC,44575,long
2022-03-27 09:59:23.916983 UTC,44576,short
2022-03-27 09:59:29.770833 UTC,44576,short
2022-03-27 10:00:55.580152 UTC,44620,long
2022-03-27 10:03:31.319104 UTC,44584,long
2022-03-27 10:03:58.353614 UTC,44584,long
2022-03-27 10:04:09.740811 UTC,44584,long
2022-03-27 10:08:00.714726 UTC,44632,short
2022-03-27 10:08:27.872296 UTC,44632,short
